EPOCH #0	 0.6533845067024231
EPOCH #1	 0.584091305732727
EPOCH #2	 0.5792539715766907
EPOCH #3	 0.576884388923645
EPOCH #4	 0.5750342607498169
EPOCH #5	 0.5735068321228027
EPOCH #6	 0.5722249746322632
EPOCH #7	 0.571090579032898
EPOCH #8	 0.5700498819351196
EPOCH #9	 0.5691092610359192
EPOCH #10	 0.5682523846626282
EPOCH #11	 0.5674622058868408
EPOCH #12	 0.5667470693588257
EPOCH #13	 0.5660558938980103
EPOCH #14	 0.5654284954071045
EPOCH #15	 0.5648411512374878
EPOCH #16	 0.5643136501312256
EPOCH #17	 0.56382817029953
EPOCH #18	 0.5633743405342102
EPOCH #19	 0.5629426836967468
EPOCH #20	 0.5625501871109009
EPOCH #21	 0.562191367149353
EPOCH #22	 0.5618466138839722
EPOCH #23	 0.5615248084068298
EPOCH #24	 0.5612233877182007
EPOCH #25	 0.5609363317489624
EPOCH #26	 0.5606439113616943
EPOCH #27	 0.5603601932525635
EPOCH #28	 0.56009441614151
EPOCH #29	 0.5598537921905518
